Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Poster,imdbRating,imdbVotes,imdbID,Type,saturation,brightness,entropy,sharpness,contrast,colorfulness,hex_0,hex_1,hex_2,hex_3,hex_4
Schoolgirl Complex,2013,N/A,17 Aug 2013,96 min,Drama,Yûichi Onuma,Shin Adachi,https://m.media-amazon.com/images/M/MV5BMjAxNjUxNzU5OV5BMl5BanBnXkFtZTgwMjg0MTAzMjE@._V1_SX300.jpg,5.7,253,tt2358444,movie,30.738606960709532,53.632120369124,4.83885917238749,3899.3767734204675,64.05841143154623,56.51664715255949,#2182c3,#cdd8dc,#655a56,#1b1d22,#a2958a
Bronx Obama,2014,Not Rated,07 Oct 2014,92 min,"Documentary, Biography, Family",Ryan Murdock,N/A,https://m.media-amazon.com/images/M/MV5BNDE3OTIzMDMwMl5BMl5BanBnXkFtZTgwNjAzMjAxMzE@._V1_SX300.jpg,6.0,188,tt3260514,movie,26.291362745098038,66.45550326797385,3.7154981770833335,1374.454969888889,98.51332499243017,57.00774613928542,#1091d4,#946849,#d5c2ab,#070404,#f6eee6
You Don't Like the Truth: 4 Days Inside Guantanamo,2010,N/A,02 Jun 2011,100 min,"Documentary, History, News","Luc Côté, Patricio Henríquez",N/A,https://m.media-amazon.com/images/M/MV5BYmM1OWFlNjEtYTlmMi00YTlkLWIzNTktYTA5OTNjMjJiMDczXkEyXkFqcGdeQXVyMzUyODk2NTg@._V1_SX300.jpg,7.3,172,tt1650031,movie,33.95957407686007,28.05731574812363,3.068620257885763,2392.6256430859444,76.82895535599708,47.28445297687207,#e7eee7,#d9a474,#629e99,#464339,#030304
10x10,2018,N/A,13 Apr 2018,88 min,"Drama, Thriller",Suzi Ewing,"Noel Clarke, Suzi Ewing",https://m.media-amazon.com/images/M/MV5BNDc1MTk3NDIzOF5BMl5BanBnXkFtZTgwNzUxNDIyNTM@._V1_SX300.jpg,5.1,"9,037",tt6210996,movie,36.31967435941928,24.76060500896524,3.882824022861357,697.5722710723019,51.38288751089864,13.527341017180564,#c9cec8,#7d8b8b,#42545a,#202d32,#0a1013
Desire,2011,Not Rated,14 Sep 2011,103 min,"Drama, Romance",Laurent Bouhnik,Laurent Bouhnik,https://m.media-amazon.com/images/M/MV5BMTY4OTk5Mjg3MF5BMl5BanBnXkFtZTcwMDIyNDY2Nw@@._V1_SX300.jpg,5.4,"7,359",tt1879030,movie,38.18870103861022,41.629792122708146,3.62371164885194,2405.1429058876524,82.36063523273658,42.278337367997764,#98606e,#e39ab5,#f2d2e0,#4b2832,#110b0f
"Die Frau, die im Wald verschwand",2009,N/A,29 Apr 2009,87 min,Drama,Oliver Storz,Oliver Storz,https://m.media-amazon.com/images/M/MV5BYjdhZjBhODktMTdjYS00OGUxLTg2OWMtMDI3NDZhMjQyMjc2XkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,5.8,67,tt1256505,movie,26.589816870144283,60.25929214453077,5.192973172169811,4890.148109425063,69.34719096098173,48.09357213951972,#d6ca2e,#f1e4dc,#bdb89c,#777562,#2f352e
Viva l'Italia,2012,N/A,25 Oct 2012,100 min,Comedy,Massimiliano Bruno,"Massimiliano Bruno, Edoardo Maria Falcone",https://m.media-amazon.com/images/M/MV5BYTczYTJiNWMtYjQzMC00NWUxLWJmZjYtZGM5ZTYwYWI3Njc4XkEyXkFqcGdeQXVyNjQ2NDMzMTc@._V1_SX300.jpg,6.2,"1,812",tt2508478,movie,29.656815515639046,74.19103859103859,4.807721930846931,3304.964010242827,75.61654247863254,80.66476454618625,#367451,#28181b,#bf252c,#b4a59f,#e8e4e4
Kick-Ass 2,2013,R,16 Aug 2013,103 min,"Action, Comedy, Crime",Jeff Wadlow,"Jeff Wadlow, Mark Millar, John Romita Jr.",https://m.media-amazon.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,6.5,"270,524",tt1650554,movie,44.34628530311207,22.509234274749655,3.5027632836391436,2340.8315947722317,64.89368984000255,58.79198669035819,#c6b5ac,#e8cb23,#6e6667,#34363e,#020305
Tabloid Truth,2014,PG-13,20 Feb 2014,121 min,"Crime, Thriller",Kwang-shik Kim,"Seong-gu Hwang, Kwang-shik Kim, Yoo-jin Kim",https://m.media-amazon.com/images/M/MV5BMTYxOTkwNjUzNF5BMl5BanBnXkFtZTgwODQxMTEyMjE@._V1_SX300.jpg,6.3,427,tt3671552,movie,17.244025041710675,26.727841300454607,4.191536397345824,1147.1125187786301,51.47629551230363,20.842500639391755,#c6c0ba,#917e71,#574c45,#131113,#302c2b
Eyes of a Thief,2014,Not Rated,01 Oct 2014,98 min,Drama,Najwa Najjar,Najwa Najjar,https://m.media-amazon.com/images/M/MV5BNDIwODE3MjcwOV5BMl5BanBnXkFtZTgwNTYxMjU5MzE@._V1_SX300.jpg,6.5,454,tt2993406,movie,30.599656823747797,41.38266647947962,4.507354813046937,3402.8595555248603,74.2400808692408,30.031605151826977,#5771a3,#dddfd9,#5b4949,#a99c90,#17141b
Tomato Red: Blood Money,2017,Not Rated,29 Jan 2021,112 min,"Drama, Thriller",Juanita Wilson,"Juanita Wilson, Daniel Woodrell",https://m.media-amazon.com/images/M/MV5BZGI4YzA1N2MtNmFhMC00YzM3LWI4OTQtNjQ1NGNjNDc2YTc5XkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,5.7,352,tt4927984,movie,40.75839455909651,52.43850437549722,4.514461515513126,1267.2572264715207,61.50661751363307,43.91262883223976,#2b3f53,#556a7c,#1e0b0f,#9bc4d3,#7699ad
Eloise,2016,R,03 Feb 2017,89 min,"Horror, Thriller",Robert Legato,Christopher Borrelli,https://m.media-amazon.com/images/M/MV5BMTU2ODgwNDk2NV5BMl5BanBnXkFtZTgwNDU1MTg3MDI@._V1_SX300.jpg,4.5,"4,248",tt3692652,movie,51.526181554103125,30.754608569353667,4.432029166666666,2724.8819178666117,65.32959898414788,31.545578995432916,#660a1d,#e9dacb,#8c8c7f,#3a4849,#0b141f
Requirements to Be a Normal Person,2015,N/A,04 Jun 2015,90 min,"Comedy, Romance",Leticia Dolera,Leticia Dolera,https://m.media-amazon.com/images/M/MV5BOTcwMjYwNzc4Ml5BMl5BanBnXkFtZTgwNDIyNjc0NjE@._V1_SX300.jpg,6.4,"2,832",tt3720724,movie,31.67503999268705,87.96904185139479,3.710064588189588,3273.486922880771,54.569206576893336,67.0179324452169,#3a4239,#dab190,#9f6e62,#f2f8f9,#91d9f8
De Dana Dan,2009,Not Rated,27 Nov 2009,162 min,"Action, Comedy, Crime",Priyadarshan,"Jay Master, Ashiesh Pandit, Priyadarshan",https://m.media-amazon.com/images/M/MV5BNDBmZjNlMzAtOTZhOC00YmI3LWIzZjEtYzJmNzNhZTdkODRmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,5.6,"8,815",tt1255951,movie,47.41889702117406,76.42213186349808,4.565044642857143,4305.655721901965,65.73906726568511,92.81983651915681,#0b9ad9,#252019,#a56a4f,#ebe6d9,#cacc53
Somebody Up There Likes Me,2012,Not Rated,08 Mar 2013,76 min,"Comedy, Romance",Bob Byington,Bob Byington,https://m.media-amazon.com/images/M/MV5BMTYzNzEyNzY4NF5BMl5BanBnXkFtZTcwOTMyNDQwOQ@@._V1_SX300.jpg,5.8,"1,624",tt2014346,movie,56.36913857677903,79.70672541675846,4.194135767790262,2336.8123682571504,55.149349478033734,117.9162659247308,#73636c,#deb847,#ce1978,#179ebc,#ecd3d4
Chaplin in Bali,2017,N/A,02 Jul 2017,80 min,Documentary,Raphaël Millet,Raphaël Millet,https://m.media-amazon.com/images/M/MV5BMmI1NjQ4YmEtY2E5ZS00OTNjLWFlNDgtM2IzMzJiZmVmYTY3XkEyXkFqcGdeQXVyMTMxOTU3OTA@._V1_SX300.jpg,6.3,94,tt5738574,movie,17.034017904160084,34.17859864324877,3.395871840442338,3205.1687838645425,81.70962219763281,27.286306106332624,#b4a066,#70694d,#3c3c34,#e8e6db,#171916
Victoria's Secret Fashion Show,2013,N/A,10 Dec 2013,60 min,Reality-TV,Hamish Hamilton,N/A,https://m.media-amazon.com/images/M/MV5BYzM4ZjZkZmItOTI3NC00OWJlLThkNjgtZTEwZGFlNTkwZmE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,7.9,341,tt3396128,movie,29.959653092006032,69.8670060331825,4.7482682291666665,1974.9277600252713,76.84168868645384,50.89070882995081,#59b7fb,#4b5064,#b5a4a4,#172033,#d2e1e9
Non pensarci,2007,N/A,04 Apr 2008,105 min,"Comedy, Drama",Gianni Zanasi,"Gianni Zanasi, Michele Pellegrini",https://m.media-amazon.com/images/M/MV5BMjJmN2M1ZTctYTM4MC00M2E0LWExM2QtOTJiN2Q3OWE4ZTZmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_SX300.jpg,6.8,"1,188",tt1093382,movie,77.87110318875025,86.47265414324238,3.261312645687646,1711.769412379971,52.885020067346574,125.52779013234628,#140f0d,#8f3e23,#f0bb8c,#ef722a,#fcbd13
Como Fernando Pessoa Salvou Portugal,2018,Not Rated,11 Oct 2018,26 min,"Short, Biography, Drama",Eugène Green,Eugène Green,https://m.media-amazon.com/images/M/MV5BMjgwMzhmMzAtOWNhNS00NTcwLTk3YzUtZDNkNDQxZjQ1MmNiXkEyXkFqcGdeQXVyMjI2OTc5MDE@._V1_SX300.jpg,6.9,396,tt7235398,movie,57.705944012825256,36.45678875323714,2.943735259433962,1318.7680815530935,47.45352571428668,73.52720275179874,#e4ece3,#273748,#27638e,#339cc2,#101620
Dear God No!,2011,Not Rated,22 Sep 2011,81 min,"Comedy, Horror",James Bickert,James Bickert,https://m.media-amazon.com/images/M/MV5BMTQwMjk1NzI1NF5BMl5BanBnXkFtZTcwMjU5ODEzNg@@._V1_SX300.jpg,4.0,"1,741",tt1947998,movie,53.12049696755579,56.29072602013778,4.895321415165165,5634.280883851194,89.95556210576615,72.51903476457102,#c39167,#bc322f,#681f19,#1c0908,#f0e5d4
Adam,2009,PG-13,28 Aug 2009,99 min,"Comedy, Drama, Romance",Max Mayer,Max Mayer,https://m.media-amazon.com/images/M/MV5BMTkzNzk4NDYwNl5BMl5BanBnXkFtZTcwOTE2MTY1Mg@@._V1_SX300.jpg,7.1,"34,606",tt1185836,movie,17.766295402250172,77.57416112593346,3.6641032217422604,1386.8544184858301,79.88586336081161,29.598615485416964,#151439,#42567e,#d2d7d5,#938e9a,#f9fcfc
Hichki,2018,Not Rated,23 Mar 2018,116 min,"Comedy, Drama",Malhotra P. Siddharth,"Anckur Chaudhry, Sidharth Malhotra, Ambar Hadap",https://m.media-amazon.com/images/M/MV5BMDNkZTVjYWMtZGJjNS00YTM5LWI1YmMtYmY0ZDFlOWNlZjFmXkEyXkFqcGdeQXVyMTkzOTcxOTg@._V1_SX300.jpg,7.5,"12,404",tt6588966,movie,36.12536258948024,82.93040771864301,4.572516865079365,1657.829022094671,57.29345299032856,66.43234343695383,#633025,#d36837,#7372a1,#e5c796,#eadecb
Homies,2015,N/A,22 Jan 2015,100 min,Comedy,Jon Karthaus,"Diederik Jekel, Jon Karthaus",https://m.media-amazon.com/images/M/MV5BZWRmZTg4N2YtZjFkNS00NzM4LWFhMTktOTFkM2IyMjRjOGQ1XkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_SX300.jpg,5.7,"1,082",tt3851324,movie,56.45993570699453,61.309419991772934,3.8843227952602954,6326.0945681728535,69.69365379165917,92.78001764294288,#ca282b,#efb027,#efe8e6,#25252c,#619dba
Cinema's Exiles: From Hitler to Hollywood,2009,N/A,01 Jan 2009,90 min,Documentary,Karen Thomas,Karen Thomas,https://m.media-amazon.com/images/M/MV5BMDVlNGIwMWEtODlkMy00ZWU5LWEyYjMtYWU0YjRiOTUwODA0XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,7.8,185,tt1436342,movie,37.47320261437908,29.601477825007237,3.1402651515151514,2654.3875569093593,73.20495750599589,62.10254871011205,#9ea19f,#f3f4f4,#505351,#881213,#0a0a09
Killer Elite,2011,R,23 Sep 2011,116 min,"Action, Crime, Thriller",Gary McKendry,"Matt Sherring, Ranulph Fiennes",https://m.media-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,6.4,"129,419",tt1448755,movie,21.639080256727315,56.20109521285992,3.5763649587087087,3444.9773991463876,103.0009680036718,56.30987410517628,#f58f35,#4c4643,#bdb4ad,#f6f2ee,#060303
Crimes of the Past,2009,R,10 Jun 2009,92 min,"Action, Drama, Thriller",Garrett Bennett,"Steve Edmiston, Victor Kepler, Shaun McCarthey",https://m.media-amazon.com/images/M/MV5BNTk2MTE5MzQzOV5BMl5BanBnXkFtZTcwMzM3MjE5Mw@@._V1_SX300.jpg,4.2,306,tt1009019,movie,11.30718954248366,82.29501845643266,4.041108052677029,4329.835154348589,69.85957255732404,33.30951563624234,#a83e3b,#86929f,#292f36,#caced5,#f9f9fa
After the Storm,2016,Not Rated,21 May 2016,118 min,"Comedy, Drama",Hirokazu Koreeda,Hirokazu Koreeda,https://m.media-amazon.com/images/M/MV5BNzQxZGFmNGUtNDcxNC00NGE2LThlODItNDU1OTZjYTIyMjI2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,7.3,"11,328",tt5294966,movie,9.45537786430569,80.2351210618211,3.510632633963751,3594.98594162278,55.14197777120992,19.674346471588702,#2e3b36,#6b7b76,#98a89e,#b7c9b7,#fdfdfd
Serrallonga,2008,N/A,06 Nov 2008,180 min,"Adventure, History",N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2RkZDM5NDAtNzZlMS00OTJhLWEwZmMtMWM2YzM3MmU5N2JjXkEyXkFqcGdeQXVyNTA0MTUzNjQ@._V1_SX300.jpg,6.7,89,tt1081731,series,41.360656157887995,14.793842112008202,3.35269633374183,1383.050176470321,49.904501406244876,26.777504085998874,#c3ba92,#988658,#524d39,#262318,#040302
Saving Grace B. Jones,2009,R,28 Mar 2009,116 min,"Drama, Thriller",Connie Stevens,"Jeffry Elison, Connie Stevens",https://m.media-amazon.com/images/M/MV5BNzU2MTY2NDU0NF5BMl5BanBnXkFtZTcwNzQ3NzY4NA@@._V1_SX300.jpg,5.2,341,tt1107948,movie,9.56274362928692,58.60295806712198,5.003647003745319,3152.004284176184,66.05527530046537,15.466669013977121,#262421,#958e84,#beb9b0,#655d55,#e6e5e0
Chudo,2009,N/A,12 Nov 2009,110 min,Drama,Aleksandr Proshkin,Yuriy Arabov,https://m.media-amazon.com/images/M/MV5BMzc2OGM2OGMtNmQ2Mi00ZDk0LTlhYTctZGNiZDhjMWM1ZGRiXkEyXkFqcGdeQXVyMjM3MzUzOTA@._V1_SX300.jpg,6.4,361,tt1197626,movie,65.63292830928046,17.297278881724203,3.169965510812826,2319.2287769973104,60.87125115570144,38.19814697252703,#c7090b,#9ab3b2,#fbfdfd,#273b3a,#03090a
The Unauthorized Saved by the Bell Story,2014,TV-PG,01 Sep 2014,88 min,"Biography, Comedy, Drama",Jason Lapeyre,Ron McGee,https://m.media-amazon.com/images/M/MV5BMTgwNDkwODc1OV5BMl5BanBnXkFtZTgwMTk3MjU0MjE@._V1_SX300.jpg,4.6,"1,517",tt3816372,movie,61.46018954248366,50.52980392156863,4.054113541666666,1636.2319217299305,50.33362861595504,70.04942541510242,#229cc0,#dcc6bd,#b47357,#381e1e,#492975
Minion Scouts,2019,TV-PG,27 Aug 2019,4 min,"Animation, Short, Comedy, Family","Guy Bar'ely, Frank Baradat","Evan Susser, Van Robichaux",https://m.media-amazon.com/images/M/MV5BNjA1MDA5MzItYzE5Mi00ODVjLWE0YmQtMGY3ODhkNWZhNDZiXkEyXkFqcGdeQXVyMjAyODg1OA@@._V1_SX300.jpg,6.9,318,tt10627776,movie,48.37332250454423,51.155184282786095,5.0887493836291915,1728.5009292002692,62.06862367124704,71.0568278868574,#e1d7c4,#f2ca20,#211811,#9f815d,#55422e
Bohemian Eyes,2011,N/A,10 Jun 2011,75 min,"Documentary, Biography",Janne Kuusi,Janne Kuusi,https://m.media-amazon.com/images/M/MV5BNjQ1ZDYxZjYtNThjNS00ZTBmLTlmNjQtZTcwZTA4YTEzYzM1XkEyXkFqcGdeQXVyNDcwMzU5NDE@._V1_SX300.jpg,7.5,104,tt1801038,movie,16.77439764860579,38.09791545809645,4.607424802761341,3165.4287231815724,83.97545876783138,9.806847733025325,#606461,#a4a8a1,#3d3d34,#dde0dc,#141714
Skull Forest,2012,Not Rated,09 Jun 2012,74 min,"Action, Adventure, Horror",Len Kabasinski,Len Kabasinski,https://m.media-amazon.com/images/M/MV5BMTYzNjkzMTM1N15BMl5BanBnXkFtZTgwODczODY0MjE@._V1_SX300.jpg,2.8,279,tt2369305,movie,41.97735947712418,34.44294444444444,4.663759375,11927.905275616597,90.74064742520608,35.75371021477263,#b01c24,#a59095,#473b40,#f3eef0,#0b0709
Big Pun: The Legacy,2008,R,01 Sep 2009,95 min,"Documentary, Biography",Vlad Yudin,N/A,https://m.media-amazon.com/images/M/MV5BMTk2NDkyMzEyOV5BMl5BanBnXkFtZTcwNzgxNjMwMw@@._V1_SX300.jpg,7.3,91,tt1144866,movie,44.81228193915456,37.62192755599442,4.5564068745004,4866.8369764379695,79.53469536347913,49.67400829967178,#f2d155,#dbe3d9,#698398,#30404c,#060a0c
Valley of Bones,2017,R,01 Sep 2017,90 min,"Crime, Thriller, Western",Dan Glaser,"Dan Glaser, Steven Molony, Richard M. Lewis",https://m.media-amazon.com/images/M/MV5BYmI5MWM1NmQtMzBiZi00NjA4LTg0MzEtZjkwY2QyZmVlZjk2XkEyXkFqcGdeQXVyNzA1OTYwMjA@._V1_SX300.jpg,4.1,533,tt4180286,movie,82.76882220156686,25.033951518907035,3.494433314522197,1020.6902826660688,38.16034316215569,41.04018722299577,#ebecdb,#4c8180,#1b5469,#0a243c,#02081e
Existence,2012,Not Rated,20 Oct 2012,85 min,Drama,Juliet Bergh,"Juliet Bergh, Jess Charlton",https://m.media-amazon.com/images/M/MV5BMTU5NzA3ODQ3NF5BMl5BanBnXkFtZTcwMTY4Mzg5Nw@@._V1_SX300.jpg,3.8,136,tt2402107,movie,26.27882583282946,37.31068785810947,3.8003581589574154,666.7830087049147,60.48056726574618,26.034810274923633,#2f2b24,#cbb58c,#958b73,#0d0c09,#696456
Hypersomnia,2016,N/A,30 Mar 2017,90 min,"Fantasy, Horror, Mystery",Gabriel Grieco,"Gabriel Grieco, Alejandro Montiel, Sebastián Rotstein",https://m.media-amazon.com/images/M/MV5BZGVhMmEwNWYtMzg5MC00YmY2LWFiOWEtMmJlNjdkYTNhYjE1XkEyXkFqcGdeQXVyMjcxMzY4MQ@@._V1_SX300.jpg,5.0,"1,286",tt5786588,movie,25.470838094367505,22.999929917576978,5.217316433566434,1742.4670729056147,40.828729567056435,15.964351050484055,#bfafa9,#796b67,#4b4c49,#2b2f2d,#0e1715
"Nancy, Please",2012,Not Rated,21 Apr 2012,83 min,Drama,Andrew Semans,"Will Heinrich, Andrew Semans",https://m.media-amazon.com/images/M/MV5BMzc3MzYxOTY4M15BMl5BanBnXkFtZTcwODIzNzY2Nw@@._V1_SX300.jpg,5.6,232,tt1760985,movie,47.16347611178108,32.661024014769154,4.999906985573273,3514.9035001360626,47.33238283928371,18.996252485622776,#e7e8ef,#988e9d,#635e71,#31354c,#07102b
Ice Girls,2016,PG,04 Oct 2016,90 min,Comedy,Damian Lee,"Lara Daans, Damian Lee",https://m.media-amazon.com/images/M/MV5BZDRkZjI4MzItYjlhYi00N2Q5LWFkNjYtZTllNTM5MDM3MDgxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,5.9,398,tt5198570,movie,38.39932026143791,77.23733986928104,4.909831770833334,3756.7220437027077,77.2739952239931,74.81472765372132,#b45369,#1b1e39,#e6b4b6,#5da6e0,#d5f1f6
Dark Space,2013,TV-14,15 Oct 2013,91 min,Sci-Fi,Emmett Callinan,Emmett Callinan,https://m.media-amazon.com/images/M/MV5BMTQ2Mzc4NzcwOF5BMl5BanBnXkFtZTgwNTEzMTAzMjE@._V1_SX300.jpg,3.7,"1,084",tt1584943,movie,20.935653594771242,23.64786928104575,4.5791078125,2974.805859182223,54.67907648415434,11.212395296736076,#d3d7d9,#81858a,#4b4f56,#282a2f,#0e0e11
Requiem for a Killer,2011,N/A,23 Feb 2011,91 min,Thriller,Jérôme Le Gris,Jérôme Le Gris,https://m.media-amazon.com/images/M/MV5BMjE2NjU2MTExNl5BMl5BanBnXkFtZTgwODMxNjAzMTE@._V1_SX300.jpg,5.0,"1,324",tt1723047,movie,13.594809005083516,77.70220479302833,2.375428935185185,2275.005604632702,94.80238321711091,26.0254884738365,#9c8e8b,#5e2725,#ddd0ca,#080303,#fefdfd
Flickan,2009,N/A,17 Sep 2010,100 min,"Drama, Family",Fredrik Edfeldt,Karin Arrhenius,https://m.media-amazon.com/images/M/MV5BNjg4NTYwOTY2NV5BMl5BanBnXkFtZTcwNDQwMTIzNA@@._V1_SX300.jpg,6.7,"1,581",tt1342378,movie,10.400791449747807,85.70069576217584,3.2157601840363936,4425.056325612497,44.550873591819645,28.142263283488788,#8c4033,#231e1f,#b89182,#d7c6c3,#dee3e7
The Final Project,2016,N/A,04 Mar 2016,82 min,"Horror, Thriller",Taylor Ri'chard,"Zachary Davis, Taylor Ri'chard",https://m.media-amazon.com/images/M/MV5BMjM4ODQyMzYwMF5BMl5BanBnXkFtZTgwMTgzODc3NzE@._V1_SX300.jpg,2.8,397,tt3758334,movie,62.6436259789201,21.05933875051522,3.800104166666667,1296.4600734076416,51.393041195953316,62.2651243224022,#49767d,#a3dfd3,#a40f1b,#2e1721,#070407
Early Man,2018,PG,16 Feb 2018,89 min,"Animation, Adventure, Comedy",Nick Park,"Mark Burton, James Higginson, Nick Park",https://m.media-amazon.com/images/M/MV5BYWMxYWVjNzAtMTY0YS00YWQyLWExMGItMjUxODkwYzQyNzMwXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,6.1,"22,135",tt4701724,movie,54.19227152849444,46.05247391354202,5.007694627192983,2906.834338257926,67.68458311562394,73.52710697231537,#d4cdb6,#9d6342,#efb04b,#52413c,#14151c
Once My Mother,2013,N/A,01 Oct 2013,75 min,"Family, History, War",Sophia Turkiewicz,Sophia Turkiewicz,https://m.media-amazon.com/images/M/MV5BNDJhOWE0MzUtMzU0NC00MjNmLWIxOTgtMWRmMDZkNzVlMDYxXkEyXkFqcGdeQXVyMTk5MTE3MjU@._V1_SX300.jpg,7.9,36,tt2956808,movie,56.62522124558636,34.840820374126665,3.8383675766283525,1781.2336605564217,53.003875657511955,45.895686946670295,#ddc088,#bd905a,#8c6341,#583623,#281314
SafeWord,2011,Not Rated,01 Jul 2011,79 min,"Horror, Thriller",Chris Soth,"Jeffrey Borrowdale, Jenny Deason Copeland, Rob Dixon",https://m.media-amazon.com/images/M/MV5BMTY0NDc2OTIyNV5BMl5BanBnXkFtZTgwNTk3ODk3MjE@._V1_SX300.jpg,3.4,164,tt2088888,movie,39.67701307189542,25.82772222222222,4.167471354166667,3297.9926987482636,56.84901678786184,42.3476430854405,#f8eade,#c6a083,#884637,#382a23,#100b0a
Death at a Funeral,2010,R,16 Apr 2010,92 min,"Comedy, Drama",Neil LaBute,Dean Craig,https://m.media-amazon.com/images/M/MV5BMTYzMDQxODE0NF5BMl5BanBnXkFtZTcwODE0MDk0Mw@@._V1_SX300.jpg,5.7,"50,011",tt1321509,movie,63.546927514421874,32.32351613331563,3.390302859292701,2217.073277410274,81.00514434056993,57.484955005261604,#c04141,#e9e8e5,#7bc1e4,#433739,#0a0203
Impact,2009,Not Rated,21 Jun 2009,180 min,"Action, Adventure, Drama",N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTM1MDY4NjM5N15BMl5BanBnXkFtZTcwMzc3NTY1Mg@@._V1_SX300.jpg,5.5,"3,272",tt1227637,series,42.24648403096463,20.50309800831286,3.0462197104018913,1190.8945483493453,57.50262805171064,33.58896321453576,#f4ecdc,#b38654,#6c7e95,#36424e,#020307
Puss in Boots: The Three Diablos,2012,TV-PG,24 Feb 2012,13 min,"Animation, Short, Adventure, Comedy, Family",Raman Hui,Tom Wheeler (screenplay),https://m.media-amazon.com/images/M/MV5BNjc1MDRhY2UtZjVkMC00MThiLThjYjAtMGQ5ZGRhNThjYWMyXkEyXkFqcGdeQXVyMjEzMDMwMTI@._V1_SX300.jpg,6.9,"3,893",tt2268617,movie,61.65229364754409,59.49843349559468,4.732908932714617,2453.9944736829702,61.217900445850134,83.99208329279514,#37a5cf,#d1d8d2,#0f5489,#b5713e,#412819
Ukonvaaja,2016,N/A,02 Jun 2016,88 min,Documentary,Tuukka Tähti,"Jenna Ruisaho, Tuukka Tähti, Mika Viitanen",https://m.media-amazon.com/images/M/MV5BMTE4YWM5ZWQtMTFlMy00MjNmLWFlZjgtYzNjOWYyZjdkNGJiXkEyXkFqcGdeQXVyNTc5NDc3NzM@._V1_SX300.jpg,6.7,80,tt5815434,movie,15.941630742131368,7.972175095412475,2.8126391351457842,978.9605043092822,31.388647799871375,7.885585297683443,#f1f0ed,#9c8884,#3c3631,#161612,#010100
Room in Rome,2010,Not Rated,07 May 2010,107 min,"Drama, Romance",Julio Medem,"Julio Rojas, Julio Medem, Katherine Fugate",https://m.media-amazon.com/images/M/MV5BNDdlNDFkNGEtZjQxYS00ZjY1LWE4ZjQtMmVlZTc3MzNlOWUyXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,6.1,"24,114",tt1263750,movie,29.748877718908965,63.64911772253166,4.681083525789068,4699.942576110599,79.64832747294574,38.805217212633366,#d1b8b1,#9f7a77,#341414,#73494b,#f7eae1
The Rise and Rise of Bitcoin,2014,TV-14,10 Oct 2014,96 min,"Documentary, History, News",Nicholas Mross,"Patrick Lope, Daniel Mross, Nicholas Mross",https://m.media-amazon.com/images/M/MV5BMjE1NTc4OTAzMl5BMl5BanBnXkFtZTcwMjU0ODA0OQ@@._V1_SX300.jpg,7.1,"1,512",tt2821314,movie,14.446743393009378,78.50585961921,3.9498713768115943,3178.197425261447,65.73494238063411,67.9194850567782,#c7c2b7,#f29928,#8b8a88,#424244,#f3f3f1
Magic Trip: Ken Kesey's Search for a Kool Place,2011,R,05 Aug 2011,107 min,Documentary,"Alison Ellwood, Alex Gibney","Alex Gibney, Alison Ellwood, Ken Kesey",https://m.media-amazon.com/images/M/MV5BMjE1ODE0MzE0M15BMl5BanBnXkFtZTcwNTM2NjQyNQ@@._V1_SX300.jpg,6.8,"1,555",tt1235790,movie,51.89111880046136,80.51563599798894,5.010630184766214,9183.155816929708,62.72552150731826,80.29471732258291,#8d7c41,#272015,#eeb130,#f6d8b3,#ebba7f
Upside Down,2012,PG-13,01 May 2013,109 min,"Drama, Fantasy, Romance",Juan Solanas,"Juan Solanas, Santiago Amigorena, Pierre Magny",https://m.media-amazon.com/images/M/MV5BMTgzNzM4ODMwNV5BMl5BanBnXkFtZTcwNDU1MzEwOQ@@._V1_SX300.jpg,6.3,"71,904",tt1374992,movie,33.47447455386649,53.96057281339502,4.741192883895131,3514.2891155101074,78.12303792284636,26.82866792666176,#97b2bd,#5f7b8a,#334a5b,#e7f5f6,#14212c
